,1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorchSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice
747,1320.0,1320.0,4.0,No,0.0,Unf,1240.0,53.6,864.0,Unf,1950.0,2640.0,Gd,11700.0,65.0,0.0,0.0,7.0,7.0,1240.0,66.4,1880.0,2003.0,265979
748,1720.0,0.0,3.0,No,919.0,GLQ,801.0,0.0,527.0,Fin,1996.0,1720.0,Gd,10593.0,59.0,338.0,56.0,5.0,7.0,1720.0,91.0,1996.0,1996.0,260400
749,1088.0,441.0,4.0,None,0.0,None,0.0,38.0,240.0,Unf,1945.0,1529.0,TA,8405.0,50.0,0.0,0.0,3.0,4.0,0.0,190.4,1945.0,1950.0,98000
750,792.0,348.0,3.0,No,0.0,Unf,576.0,0.0,0.0,None,1941.8,1140.0,TA,8800.0,55.0,0.0,160.0,7.0,4.0,576.0,0.0,1910.0,2004.0,96500
751,660.0,660.0,3.0,No,0.0,Unf,660.0,27.2,400.0,Fin,2003.0,1320.0,Gd,7750.0,57.4,0.0,48.0,5.0,7.0,660.0,40.8,2003.0,2003.0,162000
752,1494.0,0.0,3.0,Gd,1200.0,GLQ,279.0,0.0,576.0,RFn,1997.0,1494.0,Gd,9236.0,79.0,0.0,27.0,5.0,6.0,1479.0,47.2,1997.0,1997.0,217000
753,1038.0,1060.0,3.0,Mn,0.0,Unf,1030.0,0.0,878.0,RFn,2005.0,2098.0,Ex,10240.0,80.0,178.0,52.0,5.0,8.0,1030.0,57.6,2005.0,2005.0,275500
754,1026.0,0.0,3.0,No,439.0,GLQ,115.0,0.0,440.0,RFn,1969.0,1026.0,Gd,7930.0,61.0,0.0,48.0,8.0,6.0,1026.0,140.8,1969.0,2005.0,156000
755,742.0,729.0,3.0,No,381.0,GLQ,348.0,0.0,440.0,Unf,1999.0,1471.0,TA,3230.0,34.0,894.0,24.0,5.0,6.0,729.0,130.8,1999.0,1999.0,172500
756,866.0,902.0,3.0,Av,20.0,GLQ,846.0,0.0,578.0,RFn,2007.0,1768.0,Gd,10769.0,68.0,0.0,105.0,5.0,8.0,866.0,0.0,2007.0,2007.0,212000
757,672.0,714.0,3.0,Mn,438.0,Rec,234.0,0.0,440.0,Fin,1978.0,1386.0,TA,11616.0,84.2,328.0,0.0,5.0,6.0,672.0,134.8,1978.0,1978.0,158900
758,757.0,767.2,2.4,No,549.0,ALQ,195.0,0.0,440.0,Unf,1999.0,1501.0,TA,2280.0,24.0,360.0,0.0,5.0,7.0,744.0,130.8,1999.0,1999.0,179400
759,1328.0,1203.0,4.0,Av,56.0,LwQ,1198.0,53.6,752.0,RFn,1995.0,2531.0,Gd,12257.0,65.0,513.0,98.0,5.0,8.0,1318.0,138.8,1995.0,1995.0,290000
760,864.0,0.0,2.0,No,612.0,Rec,252.0,72.2,300.0,Unf,2008.0,864.0,TA,9100.0,70.0,0.0,0.0,6.0,6.0,864.0,184.2,1959.0,1959.0,127500
761,1301.0,0.0,2.0,Mn,405.0,LwQ,740.0,45.2,440.0,Unf,1965.0,1301.0,Fa,6911.0,60.0,0.0,0.0,5.0,5.0,1145.0,118.6,1924.0,1950.0,100000
762,764.0,783.0,3.0,Mn,24.0,GLQ,732.0,0.0,614.0,Unf,2009.0,1547.0,Gd,8640.0,72.0,0.0,45.0,5.0,7.0,756.0,64.0,2009.0,2009.0,215200
763,1268.0,1097.0,3.4,Mn,1163.0,GLQ,89.0,77.6,856.0,Unf,1999.0,2365.0,Gd,9430.0,82.0,673.0,128.0,5.0,8.0,1252.0,156.0,1999.0,1999.0,337000
764,1494.0,0.0,2.8,Av,437.0,LwQ,0.0,22.4,481.0,Fin,1995.0,1494.0,Ex,9549.0,30.0,0.0,30.0,5.0,8.0,1494.0,171.6,1995.0,1996.0,270000
765,1506.0,0.0,2.0,No,0.0,Unf,1498.0,0.0,592.0,Fin,2008.0,1506.0,Ex,14587.0,75.0,284.0,174.0,5.0,9.0,1498.0,194.6,2008.0,2008.0,264132
766,980.0,734.0,3.6,No,394.0,GLQ,586.0,0.0,496.0,Unf,1988.0,1714.0,TA,10421.0,80.0,42.0,66.0,5.0,7.0,980.0,57.6,1988.0,1988.0,196500
767,983.0,767.0,4.0,Mn,660.0,ALQ,323.0,37.0,423.0,Unf,1989.0,1750.0,TA,12508.0,75.0,0.0,0.0,7.0,6.0,983.0,112.6,1940.0,1985.0,160000
768,1836.0,0.0,3.0,No,24.0,GLQ,1836.0,0.0,484.0,Fin,2004.0,1836.0,Gd,9100.0,70.0,0.0,33.0,5.0,7.0,1860.0,93.4,2004.0,2005.0,216837
769,1690.0,1589.0,4.0,Gd,1416.0,ALQ,234.0,10.0,841.0,Fin,2003.0,3279.0,Ex,53504.0,47.0,603.0,36.0,5.0,8.0,1650.0,148.4,2003.0,2003.0,538000
770,858.0,0.0,2.0,Av,685.0,GLQ,173.0,45.2,576.0,Unf,1983.0,858.0,TA,7252.0,61.4,0.0,0.0,5.0,5.0,858.0,120.0,1982.0,1982.0,134900
771,1220.0,0.0,2.0,No,836.0,LwQ,0.0,0.0,396.0,Unf,1951.0,1220.0,TA,8877.0,67.0,0.0,0.0,5.0,4.0,836.0,177.6,1951.0,1951.0,102000
772,1117.0,0.0,3.0,Av,422.0,ALQ,480.0,0.0,672.0,RFn,1976.0,1117.0,TA,7819.0,94.0,0.0,0.0,5.0,6.0,1029.0,121.6,1976.0,1976.0,107000
773,912.0,0.0,2.0,No,456.0,Rec,456.0,22.4,275.0,RFn,1958.0,912.0,TA,10150.0,70.0,1.0,0.0,5.0,5.0,912.0,6.6,1958.0,1958.0,114500
774,1973.0,0.0,3.0,Av,0.0,Unf,1935.0,0.0,895.0,Fin,2006.0,1973.0,Gd,14226.0,110.0,375.0,45.0,5.0,8.0,1935.0,136.8,2006.0,2006.0,395000
775,1204.0,0.0,2.0,No,866.0,GLQ,338.0,0.0,412.0,Unf,1998.0,1204.0,TA,4500.0,32.0,320.0,247.0,5.0,6.0,1204.0,109.6,1998.0,1998.0,162000
776,1614.0,0.0,3.0,Av,20.0,GLQ,1594.0,0.0,865.0,RFn,2005.0,1614.0,Gd,11210.0,86.0,240.0,59.0,5.0,7.0,1614.0,101.6,2005.0,2006.0,221500
777,894.0,0.0,3.0,No,762.0,ALQ,102.0,37.0,440.0,Unf,1974.0,894.0,TA,13350.0,100.0,0.0,0.0,5.0,5.0,864.0,209.0,1974.0,1974.0,142500
778,2020.0,0.0,4.0,None,0.0,None,0.0,38.0,630.0,Unf,1977.0,2020.0,TA,8400.0,60.0,320.0,0.0,5.0,5.0,0.0,0.0,1977.0,1977.0,144000
779,1004.0,0.0,2.0,Gd,975.0,GLQ,0.0,0.0,504.0,Unf,1977.0,1004.0,TA,10530.0,78.0,90.0,0.0,5.0,6.0,975.0,0.0,1977.0,1977.0,135000
780,1253.0,0.0,3.0,No,0.0,Unf,1237.0,0.0,402.0,Fin,1995.0,1253.0,TA,7875.0,63.0,38.0,21.0,5.0,7.0,1237.0,23.2,1995.0,1996.0,176000
781,810.0,785.8,3.0,No,387.0,ALQ,374.0,0.0,484.0,RFn,1992.0,1603.0,Gd,7153.0,65.0,0.0,124.0,5.0,6.0,761.0,59.2,1992.0,1992.0,175900
782,1430.0,0.0,3.0,No,0.0,Unf,1413.0,0.0,605.0,RFn,2001.0,1430.0,Gd,16285.0,67.0,0.0,33.0,5.0,7.0,1413.0,63.8,2001.0,2002.0,187100
783,1110.0,0.0,2.4,Av,1097.0,GLQ,0.0,0.0,602.0,Fin,1978.0,1110.0,Gd,9101.0,74.6,104.0,30.0,6.0,5.0,1097.0,152.0,1978.0,1978.0,165500
784,742.0,742.0,3.0,No,0.0,Unf,742.0,54.8,0.0,None,1938.0,1484.0,TA,6300.0,35.0,0.0,291.0,6.0,6.0,742.0,34.2,1914.0,2001.0,128000
785,1342.0,0.0,3.0,No,251.0,Rec,491.0,54.0,457.0,Unf,1967.0,1342.0,TA,9790.0,78.8,0.0,0.0,5.0,6.0,1372.0,121.2,1967.0,1967.0,161500
786,966.0,686.0,4.0,No,686.0,LwQ,0.0,0.0,416.0,Unf,1961.0,1652.0,TA,10800.0,60.0,0.0,0.0,6.0,5.0,686.0,0.0,1915.0,1950.0,139000
787,956.0,1128.0,4.0,No,656.0,GLQ,300.0,0.0,618.0,RFn,2004.0,2084.0,Gd,10142.0,76.0,0.0,45.0,5.0,7.0,956.0,57.6,2004.0,2004.0,233000
788,901.0,0.0,2.0,No,0.0,Unf,901.0,0.0,281.0,Unf,1954.0,901.0,TA,6000.0,50.0,0.0,0.0,7.0,4.0,901.0,4.8,1954.0,2000.0,107900
789,976.0,1111.0,5.0,Gd,568.0,LwQ,264.0,37.0,444.0,Fin,1966.0,2087.0,Gd,12205.0,75.0,157.0,168.0,8.0,6.0,832.0,151.6,1966.0,2007.0,187500
790,1145.0,0.0,2.0,No,16.0,GLQ,1129.0,0.0,397.0,Fin,2005.0,1145.0,Gd,3182.0,43.0,11.0,16.0,5.0,7.0,1145.0,99.0,2005.0,2006.0,160200
791,1062.0,0.0,3.0,Av,539.0,ALQ,490.0,0.0,539.0,RFn,1976.0,1062.0,TA,11333.0,81.6,0.0,0.0,5.0,6.0,1029.0,120.0,1976.0,1976.0,146800
792,1127.0,886.0,3.0,Av,862.0,ALQ,255.0,0.0,455.0,Unf,1997.0,2013.0,TA,9920.0,92.0,0.0,130.0,5.0,7.0,1117.0,66.4,1996.0,1997.0,269790
793,1496.0,0.0,2.8,Av,0.0,Unf,1496.0,0.0,474.0,Fin,2007.0,1496.0,Gd,9158.0,76.0,140.0,130.0,5.0,8.0,1496.0,93.4,2007.0,2007.0,225000
794,1086.0,809.0,3.0,No,0.0,Unf,712.0,0.0,409.0,Fin,1994.0,1895.0,Gd,10832.0,72.6,0.0,46.0,5.0,7.0,712.0,0.0,1994.0,1996.0,194500
795,888.0,676.0,3.0,No,0.0,Unf,650.0,0.0,476.0,Unf,1980.0,1564.0,TA,8400.0,70.0,130.0,50.0,6.0,6.0,650.0,64.0,1980.0,1981.0,171000
796,1285.0,0.0,3.0,No,0.0,Unf,660.0,0.0,528.0,RFn,1977.0,1285.0,TA,8197.0,71.0,148.0,0.0,5.0,6.0,660.0,44.4,1977.0,1977.0,143500
797,773.0,0.0,2.0,No,570.0,Unf,203.0,45.2,240.0,Unf,1953.0,773.0,TA,7677.0,57.0,0.0,0.0,5.0,5.0,773.0,125.0,1953.0,1953.0,110000
798,1966.0,1174.0,4.0,No,0.0,Unf,1926.0,0.0,820.0,Fin,2009.0,3140.0,Ex,13518.0,104.0,860.0,78.0,5.0,9.0,1926.0,93.6,2008.0,2009.0,485000
799,981.0,787.0,3.0,No,569.0,ALQ,162.0,27.2,240.0,Unf,1939.0,1768.0,Gd,7200.0,60.0,252.0,0.0,7.0,5.0,731.0,263.0,1937.0,1950.0,175000
800,616.0,1072.0,4.0,Gd,462.0,GLQ,154.0,185.0,603.0,RFn,1997.0,1688.0,Gd,12798.0,79.0,0.0,114.0,5.0,6.0,616.0,99.4,1997.0,1997.0,200000
801,1196.0,0.0,2.0,No,197.0,LwQ,999.0,48.8,440.0,Unf,1957.0,1196.0,TA,4800.0,40.0,0.0,0.0,7.0,4.0,1196.0,33.6,1916.0,1990.0,109900
802,728.0,728.0,3.0,Av,648.0,GLQ,80.0,0.0,410.0,Fin,2005.0,1456.0,Gd,8199.0,63.0,0.0,18.0,5.0,7.0,728.0,36.0,2005.0,2005.0,189000
803,1734.0,1088.0,3.6,Gd,0.0,Unf,1734.0,0.0,1020.0,RFn,2009.0,2822.0,Ex,13891.0,107.0,424.0,170.0,5.0,9.0,1734.0,93.6,2008.0,2009.0,582933
804,1128.0,0.0,2.0,No,812.0,LwQ,124.0,31.6,286.0,Unf,1954.0,1128.0,TA,9000.0,75.0,0.0,0.0,5.0,5.0,936.0,101.0,1954.0,1954.0,118000
805,1428.0,0.0,3.0,No,0.0,Rec,1417.0,0.0,554.0,RFn,2008.0,1428.0,Ex,12274.0,91.0,256.0,60.0,5.0,7.0,1417.0,66.4,2008.0,2008.0,227680
806,980.0,0.0,3.0,Av,400.0,BLQ,100.0,54.0,384.0,Fin,1967.0,980.0,TA,9750.0,75.0,0.0,0.0,5.0,5.0,980.0,191.6,1967.0,1967.0,135500
807,1072.0,504.0,2.4,Gd,1309.0,GLQ,15.0,29.0,528.0,RFn,1923.0,1576.0,Gd,21384.0,144.0,0.0,312.0,6.0,5.0,1324.0,114.8,1923.0,2004.0,223500
808,1086.0,0.0,3.0,Av,516.0,ALQ,380.0,37.0,484.0,RFn,1966.0,1086.0,TA,13400.0,85.0,1047.0,0.0,5.0,5.0,1024.0,209.0,1966.0,1966.0,159950
809,1075.0,1063.0,2.0,No,0.0,Unf,849.0,0.0,360.0,Unf,1910.0,2138.0,TA,8100.0,90.0,0.0,156.0,5.0,5.0,849.0,40.0,1898.0,1965.0,106000
810,1309.0,0.0,3.0,No,663.0,ALQ,0.0,0.0,484.0,RFn,1974.0,1309.0,Gd,10140.0,78.0,99.0,0.0,6.0,6.0,1040.0,147.2,1974.0,1999.0,181000
811,848.0,0.0,1.0,Gd,662.0,GLQ,186.0,57.2,420.0,Fin,2004.0,848.0,Gd,4438.0,37.6,169.0,0.0,5.0,6.0,848.0,109.6,2004.0,2004.0,144500
812,1044.0,0.0,2.0,Av,0.0,Unf,540.0,49.8,504.0,Unf,1952.0,1044.0,Fa,8712.0,66.0,0.0,0.0,5.0,5.0,540.0,0.0,1952.0,1952.0,55993
813,1442.0,0.0,4.0,No,608.0,Rec,834.0,0.0,301.0,RFn,1958.0,1442.0,TA,9750.0,75.0,243.0,0.0,6.0,6.0,1442.0,105.6,1958.0,1958.0,157900
814,686.0,564.0,3.0,No,0.0,Unf,686.0,0.0,280.0,RFn,1955.0,1250.0,Fa,8248.0,45.0,0.0,0.0,7.0,5.0,686.0,44.0,1918.0,1950.0,116000
815,1661.0,0.0,3.0,No,0.0,Unf,1649.0,0.0,598.0,RFn,1998.0,1661.0,Gd,12137.0,48.0,442.0,34.0,5.0,7.0,1649.0,66.4,1998.0,1998.0,224900
816,1008.0,0.0,2.0,No,486.0,BLQ,522.0,0.0,275.0,Unf,1954.0,1008.0,TA,11425.0,77.6,0.0,0.0,6.0,5.0,1008.0,155.6,1954.0,1954.0,137000
817,1689.0,0.0,3.0,No,1218.0,GLQ,350.0,0.0,857.0,RFn,2002.0,1689.0,Gd,13265.0,87.6,148.0,59.0,5.0,8.0,1568.0,150.0,2002.0,2002.0,271000
818,1052.0,0.0,3.0,Av,504.0,None,506.0,49.8,440.0,Unf,1971.0,1052.0,TA,8816.0,80.0,80.0,0.0,7.0,6.0,1010.0,136.2,1971.0,1971.0,155000
819,1358.0,0.0,2.0,Mn,733.0,GLQ,625.0,0.0,484.0,RFn,2010.0,1358.0,Gd,6371.0,44.0,128.0,35.0,5.0,7.0,1358.0,50.4,2009.0,2010.0,224000
820,798.0,692.8,3.0,No,0.0,Unf,798.0,72.4,595.0,RFn,2003.0,1640.0,Gd,7226.0,72.0,0.0,45.0,5.0,7.0,798.0,0.0,2003.0,2003.0,183000
821,936.0,0.0,2.0,No,0.0,Unf,936.0,112.0,576.0,Unf,1974.0,936.0,TA,6000.0,60.0,0.0,32.0,4.0,4.0,936.0,4.8,1953.0,1953.0,93000
822,847.0,886.0,3.0,Gd,0.0,Unf,847.0,90.6,433.0,Fin,2003.0,1733.0,Gd,12394.0,90.2,0.0,48.0,5.0,7.0,847.0,28.8,2003.0,2003.0,225000
823,944.0,545.0,3.0,No,0.0,Unf,778.0,46.8,240.0,Unf,1940.0,1489.0,TA,9900.0,60.0,0.0,0.0,7.0,6.0,778.0,101.6,1940.0,1950.0,139500
824,1489.0,0.0,3.0,No,0.0,Unf,1489.0,0.0,776.0,RFn,2006.0,1489.0,Gd,11216.0,81.0,0.0,140.0,5.0,8.0,1489.0,101.6,2006.0,2006.0,232600
825,2084.0,0.0,2.0,Av,1636.0,GLQ,442.0,43.2,1220.0,Fin,2007.0,2084.0,Ex,14803.0,114.0,816.0,45.0,5.0,10.0,2078.0,105.6,2007.0,2008.0,385000
826,784.0,0.0,2.0,No,784.0,ALQ,0.0,0.0,0.0,None,1959.4,784.0,Gd,6130.0,50.0,0.0,0.0,6.0,5.0,784.0,95.4,1924.0,1950.0,109500
827,1434.0,0.0,3.0,No,20.0,GLQ,1434.0,0.0,527.0,RFn,2001.0,1434.0,Gd,8529.0,65.0,0.0,39.0,5.0,7.0,1454.0,93.4,2001.0,2001.0,189000
828,1160.0,966.0,3.0,Gd,249.0,LwQ,0.0,0.0,538.0,Fin,1967.0,2126.0,TA,28698.0,152.8,0.0,0.0,5.0,5.0,1013.0,148.4,1967.0,1967.0,185000
829,520.0,623.0,2.0,No,0.0,Unf,600.0,0.0,480.0,RFn,2005.0,1223.0,Gd,2544.0,24.0,0.0,166.0,5.0,7.0,600.0,98.6,2005.0,2005.0,147400
830,1392.0,0.0,3.0,No,1040.0,Rec,352.0,0.0,458.0,RFn,1957.0,1392.0,TA,11900.0,80.0,387.0,0.0,5.0,6.0,1392.0,0.0,1957.0,1957.0,166000
831,520.0,600.0,2.0,No,0.0,Unf,600.0,0.0,480.0,RFn,2005.0,1200.0,Gd,3180.0,30.0,0.0,166.0,5.0,7.0,600.0,69.4,2005.0,2005.0,151000
832,941.0,888.0,3.0,No,483.0,GLQ,458.0,46.8,613.0,RFn,2003.0,1829.0,Gd,9548.0,44.0,223.0,39.0,6.0,7.0,941.0,95.2,2003.0,2003.0,237000
833,1516.0,0.0,3.0,No,196.0,Rec,975.0,0.0,472.0,RFn,1964.0,1516.0,TA,10004.0,100.0,180.0,0.0,6.0,6.0,1516.0,88.4,1964.0,1964.0,167000
834,1144.0,0.0,3.0,No,572.0,Rec,572.0,0.0,456.0,Unf,1961.0,1144.0,TA,7875.0,75.0,136.0,0.0,6.0,5.0,1144.0,142.4,1961.0,1961.0,139950
835,1067.0,0.0,2.0,No,442.0,BLQ,625.0,72.2,436.0,Unf,1996.0,1067.0,Gd,9600.0,60.0,0.0,0.0,7.0,4.0,1067.0,112.2,1950.0,1995.0,128000
836,1559.0,0.0,3.2,No,338.0,Rec,1221.0,0.0,812.0,Unf,1948.0,1559.0,TA,8100.0,90.0,0.0,116.0,6.0,5.0,1559.0,121.2,1948.0,1973.0,153500
837,483.0,504.0,2.0,No,330.0,BLQ,153.0,0.0,264.0,Unf,1973.0,987.0,TA,1680.0,21.0,158.0,0.0,5.0,6.0,483.0,130.8,1973.0,1973.0,100000
838,1099.0,0.0,3.0,No,0.0,Unf,1099.0,49.8,352.0,Unf,1999.0,1099.0,Gd,9525.0,75.0,0.0,0.0,6.0,5.0,1099.0,96.8,1995.0,2006.0,144000
839,768.0,432.0,3.0,No,352.0,BLQ,416.0,0.0,240.0,Unf,1946.0,1200.0,TA,11767.0,70.0,0.0,0.0,6.0,5.0,768.0,0.0,1946.0,1995.0,130500
840,810.0,672.0,2.8,No,156.0,BLQ,516.0,90.6,400.0,Unf,1934.0,1482.0,Fa,12155.0,81.6,0.0,0.0,8.0,6.0,672.0,71.0,1925.0,1950.0,140000
841,958.0,581.0,3.0,No,0.0,Unf,650.0,46.8,686.0,Unf,1983.0,1539.0,Gd,10440.0,60.0,0.0,78.0,8.0,5.0,650.0,0.0,1904.0,2002.0,157500
842,1165.0,0.0,3.0,Gd,312.0,Rec,276.0,54.0,490.0,RFn,1966.0,1165.0,TA,9020.0,82.0,183.0,129.0,7.0,6.0,1127.0,109.8,1966.0,1966.0,174900
843,1800.0,0.0,6.0,No,0.0,Unf,1800.0,0.0,0.0,None,1995.8,1800.0,TA,8000.0,80.0,0.0,0.0,4.0,5.0,1800.0,113.4,1961.0,1961.0,141000
844,876.0,540.0,4.0,Mn,0.0,Unf,876.0,90.6,720.0,Unf,1949.0,1416.0,TA,12665.0,100.0,0.0,0.0,8.0,5.0,876.0,71.0,1915.0,1950.0,153900
845,1701.0,0.0,3.0,Gd,1390.0,ALQ,0.0,43.2,611.0,Fin,1975.0,1701.0,TA,16647.0,102.6,0.0,0.0,5.0,5.0,1390.0,58.4,1975.0,1981.0,171000
846,1006.0,769.0,3.0,No,513.0,ALQ,227.0,46.8,425.0,Fin,1993.0,1775.0,Gd,9317.0,75.0,137.0,72.0,5.0,7.0,740.0,60.0,1993.0,1993.0,213000
847,864.0,0.0,2.2,Av,460.0,BLQ,404.0,0.0,338.0,Unf,1972.0,864.0,TA,15523.0,36.0,0.0,0.0,6.0,5.0,864.0,92.0,1972.0,1972.0,133500
848,1307.0,1051.0,5.0,No,0.0,Unf,907.0,10.0,360.0,RFn,1908.0,2358.0,TA,45600.0,75.0,0.0,40.0,8.0,6.0,907.0,148.4,1908.0,1997.0,240000
849,1094.0,761.0,3.0,No,0.0,Unf,528.0,46.8,512.0,RFn,1976.0,1855.0,TA,9600.0,80.0,360.0,100.0,7.0,6.0,528.0,86.4,1976.0,1994.0,187000
850,848.0,0.0,1.0,Av,659.0,GLQ,189.0,57.2,420.0,Fin,2003.0,848.0,Gd,4435.0,36.0,170.0,0.0,5.0,6.0,848.0,140.0,2003.0,2003.0,131500
851,1456.0,0.0,2.0,Gd,0.0,Unf,1273.0,0.0,400.0,Fin,2003.0,1456.0,Gd,3196.0,43.0,40.0,20.0,5.0,8.0,1273.0,143.0,2003.0,2003.0,215000
852,918.0,728.0,4.0,No,364.0,Rec,554.0,27.2,240.0,Unf,1941.0,1646.0,TA,7128.0,53.0,0.0,0.0,5.0,7.0,918.0,21.0,1941.0,1950.0,164000
853,1445.0,0.0,3.0,Gd,564.0,ALQ,563.0,53.6,645.0,RFn,1964.0,1445.0,TA,12095.0,86.2,115.0,0.0,6.0,6.0,1127.0,202.6,1964.0,1964.0,158000
854,1779.0,0.0,3.0,Mn,306.0,ALQ,372.0,43.2,454.0,Unf,1955.0,1779.0,TA,17920.0,102.0,0.0,418.0,4.0,5.0,1763.0,58.4,1955.0,1974.0,170000
855,1040.0,0.0,3.0,No,659.0,ALQ,381.0,45.2,260.0,Unf,1962.0,1040.0,TA,6897.0,60.6,0.0,104.0,8.0,5.0,1040.0,118.6,1962.0,2010.0,127000
856,1026.0,0.0,3.0,Gd,505.0,GLQ,0.0,0.0,576.0,Unf,1981.0,1026.0,TA,10970.0,68.6,0.0,0.0,6.0,6.0,940.0,117.2,1978.0,1978.0,147000
857,702.0,779.0,3.0,No,0.0,Unf,702.0,0.0,343.0,Fin,1994.0,1481.0,TA,8125.0,65.0,0.0,36.0,5.0,6.0,702.0,40.0,1994.0,1995.0,174000
858,1370.0,0.0,3.0,No,0.0,Unf,1090.0,0.0,479.0,RFn,1976.0,1370.0,TA,10400.0,80.0,189.0,0.0,5.0,7.0,1090.0,104.8,1976.0,1976.0,152000
859,1512.0,1142.0,4.0,Mn,619.0,BLQ,435.0,0.0,619.0,Unf,1968.0,2654.0,Gd,11029.0,80.2,220.0,65.0,7.0,6.0,1054.0,0.0,1968.0,1984.0,250000
860,912.0,514.0,3.0,No,0.0,Unf,912.0,27.2,216.0,Unf,1925.0,1426.0,Gd,7642.0,55.0,0.0,240.0,8.0,7.0,912.0,20.0,1918.0,1998.0,189950
861,1039.0,0.0,3.0,Mn,841.0,BLQ,198.0,0.0,504.0,Unf,1965.0,1039.0,TA,11625.0,75.0,0.0,0.0,4.0,5.0,1039.0,155.6,1965.0,1965.0,131500
862,1097.0,44.0,3.0,No,338.0,GLQ,702.0,100.8,480.0,Unf,1986.0,1097.0,TA,9672.0,81.0,0.0,0.0,5.0,6.0,1040.0,112.2,1984.0,1985.0,152000
863,1148.0,0.0,3.0,No,1148.0,BLQ,0.0,0.0,672.0,Unf,1959.0,1148.0,TA,7931.0,70.0,0.0,0.0,5.0,5.0,1148.0,99.0,1959.0,1959.0,132500
864,1372.0,0.0,3.0,No,0.0,Unf,1372.0,0.0,529.0,Fin,2008.0,1372.0,Gd,8640.0,72.0,0.0,140.0,5.0,7.0,1372.0,93.4,2007.0,2008.0,250580
865,1002.0,0.0,3.0,No,828.0,BLQ,174.0,0.0,902.0,Unf,1973.0,1002.0,TA,8750.0,74.6,76.0,0.0,6.0,5.0,1002.0,202.4,1970.0,1970.0,148500
866,1646.0,0.0,3.0,Av,0.0,Unf,1638.0,0.0,870.0,RFn,2007.0,1646.0,Gd,10656.0,67.0,274.0,80.0,5.0,8.0,1638.0,101.6,2006.0,2007.0,248900
867,1120.0,0.0,3.0,No,932.0,ALQ,108.0,45.2,544.0,RFn,1961.0,1120.0,Fa,6970.0,85.0,0.0,0.0,5.0,4.0,1040.0,121.6,1961.0,1961.0,129000
868,1547.0,720.0,2.0,None,0.0,None,0.0,44.8,672.0,Unf,1979.0,2320.0,TA,14762.0,86.8,0.0,144.0,6.0,5.0,0.0,43.2,1948.0,1950.0,169000
869,1062.0,887.0,3.0,No,750.0,GLQ,300.0,0.0,574.0,Fin,1993.0,1949.0,Gd,9938.0,80.0,246.0,90.0,5.0,7.0,1050.0,66.4,1993.0,1994.0,236000
870,894.0,0.0,2.0,No,0.0,Unf,894.0,67.6,308.0,Fin,1962.0,894.0,TA,6600.0,60.0,0.0,0.0,5.0,5.0,894.0,38.4,1962.0,1962.0,109500
871,804.0,878.0,3.0,No,505.0,GLQ,299.0,0.0,523.0,RFn,1998.0,1682.0,Gd,8750.0,70.0,116.0,77.0,5.0,6.0,804.0,67.2,1998.0,1998.0,200500
872,910.0,0.0,3.0,Av,0.0,Unf,105.0,56.2,414.0,Unf,1953.0,910.0,Gd,8892.0,74.0,0.0,0.0,7.0,5.0,105.0,196.0,1953.0,1996.0,116000
873,1036.0,0.0,3.0,No,375.0,Rec,457.0,53.6,288.0,Unf,1949.0,1268.0,TA,12144.0,60.0,0.0,28.0,7.0,5.0,832.0,202.6,1949.0,1950.0,133000
874,676.0,455.0,3.0,No,0.0,Unf,676.0,22.4,200.0,Unf,1941.0,1131.0,TA,5720.0,52.0,0.0,0.0,6.0,5.0,676.0,4.8,1941.0,1950.0,66500
875,1184.0,1426.0,4.0,Av,64.0,GLQ,1120.0,8.4,550.0,Fin,2007.0,2610.0,Ex,9000.0,75.0,0.0,364.0,5.0,8.0,1184.0,106.4,2007.0,2007.0,303477
876,1040.0,0.0,3.0,Gd,633.0,ALQ,431.0,29.0,648.0,Unf,1963.0,1040.0,TA,25286.0,94.0,0.0,0.0,5.0,4.0,1064.0,114.8,1963.0,1963.0,132250
877,1462.0,309.2,4.0,No,1170.0,GLQ,292.0,48.8,738.0,Fin,2004.0,2224.0,Ex,8834.0,74.0,216.0,0.0,5.0,9.0,1462.0,126.2,2004.0,2005.0,350000
878,1155.0,0.0,3.0,Av,899.0,ALQ,210.0,0.0,576.0,Unf,1987.0,1155.0,Gd,11782.0,88.0,0.0,0.0,7.0,5.0,1109.0,192.0,1961.0,1995.0,148000
879,864.0,0.0,3.0,No,646.0,ALQ,218.0,0.0,336.0,Unf,1978.0,864.0,TA,7000.0,58.0,90.0,0.0,8.0,5.0,864.0,125.0,1978.0,2005.0,136500
880,1090.0,0.0,2.0,No,980.0,ALQ,110.0,45.2,450.0,Fin,2005.0,1090.0,TA,7024.0,60.0,0.0,49.0,5.0,5.0,1090.0,121.6,2005.0,2006.0,157000
881,1187.0,530.0,3.0,Mn,902.0,LwQ,254.0,44.8,400.0,RFn,1990.0,1717.0,Gd,13758.0,44.0,117.0,36.0,5.0,7.0,1156.0,166.8,1990.0,1991.0,187500
